142.0, 107.99999999999986
414.80000000000035, 120.79999999999986
1101.1999999999975, -58.40000000000019
1382.799999999996, -58.40000000000019
1796.399999999994, -276.0000000000003
2201.1999999999957, -480.80000000000047
2482.8000000000015, -480.80000000000047
2896.40000000001, -698.3999999999999
3855.60000000003, -915.9999999999991
4542.000000000044, -327.20000000000033
4814.800000000049, -314.4000000000003
5501.2000000000635, -493.6000000000005
5782.800000000069, -493.6000000000005
6196.400000000078, -711.1999999999998
6601.200000000086, -915.9999999999991
6882.800000000092, -915.9999999999991
7296.400000000101, -1133.5999999999983
8255.600000000113, -1351.1999999999975
8942.000000000056, -762.3999999999996
9214.800000000034, -749.5999999999997
9496.40000000001, -749.5999999999997
9769.199999999988, -762.3999999999996
10041.999999999965, -749.5999999999997
10314.799999999943, -736.7999999999997
10596.39999999992, -736.7999999999997
10869.199999999897, -749.5999999999997
11141.999999999874, -736.7999999999997
11414.799999999852, -723.9999999999998
12109.999999999794, -915.9999999999991
12382.799999999772, -928.799999999999
12655.59999999975, -941.599999999999
12928.399999999727, -928.799999999999
13341.999999999693, -1120.7999999999984
13614.79999999967, -1107.9999999999984
13896.399999999647, -1107.9999999999984
14169.199999999624, -1120.7999999999984
14441.999999999602, -1107.9999999999984
14714.799999999579, -1095.1999999999985
14996.399999999556, -1095.1999999999985
15269.199999999533, -1107.9999999999984
15541.99999999951, -1095.1999999999985
15814.799999999488, -1082.3999999999985
16096.399999999465, -1082.3999999999985
16369.199999999442, -1095.1999999999985
16641.99999999942, -1082.3999999999985
16914.7999999994, -1069.5999999999985
17328.399999999365, -1261.5999999999979
17741.99999999933, -1043.9999999999986
18014.799999999308, -1031.1999999999987
18709.99999999925, -1223.199999999998
18982.799999999228, -1235.999999999998
19396.399999999194, -1453.5999999999972
19809.99999999916, -1671.1999999999964
20082.799999999137, -1683.9999999999964
20355.599999999115, -1696.7999999999963
20628.399999999092, -1683.9999999999964
