10.0, 300.0
282.8000000000002, 312.8
696.3999999999995, 530.4000000000001
1241.9999999999968, 146.3999999999998
1514.7999999999954, 133.5999999999998
1928.3999999999933, -84.00000000000017
2341.9999999999986, -276.0000000000003
2614.8000000000043, -288.8000000000003
3301.2000000000185, -109.60000000000016
4401.200000000041, -122.40000000000016
4682.800000000047, -122.40000000000016
5096.400000000055, 95.19999999999982
5642.000000000066, -288.8000000000003
5914.800000000072, -301.6000000000003
6328.400000000081, -519.2000000000005
6742.000000000089, -711.1999999999998
7014.800000000095, -723.9999999999998
7701.200000000109, -544.8000000000004
8801.200000000068, -557.6000000000004
9082.800000000045, -557.6000000000004
9355.600000000022, -544.8000000000004
9628.4, -557.6000000000004
9909.999999999976, -557.6000000000004
10182.799999999954, -544.8000000000004
10455.599999999931, -532.0000000000005
10728.399999999909, -544.8000000000004
11009.999999999885, -544.8000000000004
11282.799999999863, -532.0000000000005
11696.399999999829, -314.4000000000003
12241.999999999784, -723.9999999999998
12514.799999999761, -736.7999999999997
12796.399999999738, -736.7999999999997
13069.199999999715, -723.9999999999998
13482.799999999681, -915.9999999999991
13755.599999999658, -903.1999999999991
14028.399999999636, -915.9999999999991
14309.999999999613, -915.9999999999991
14582.79999999959, -903.1999999999991
14855.599999999567, -890.3999999999992
15128.399999999545, -903.1999999999991
15409.999999999522, -903.1999999999991
15682.799999999499, -890.3999999999992
15955.599999999476, -877.5999999999992
16228.399999999454, -890.3999999999992
16509.999999999432, -890.3999999999992
16782.79999999941, -877.5999999999992
17055.599999999387, -864.7999999999993
17609.99999999934, -851.9999999999993
17882.79999999932, -839.1999999999994
18296.399999999285, -621.6000000000001
18841.99999999924, -1031.1999999999987
19114.799999999217, -1043.9999999999986
19528.399999999183, -1261.5999999999979
19941.99999999915, -1479.199999999997
20214.799999999126, -1491.999999999997
20496.399999999103, -1491.999999999997
20909.99999999907, -1274.3999999999978
